"seqnames"	"start"	"end"	"width"	"strand"	"block_mean"	"block_sum"	"L"	"PC"	"imp"
"chr2.1359"	"chr2"	120466203	120466372	170	"*"	360.823529411765	6134	17	0.406752749189185	0.0309597523219814
"chr2.1360"	"chr2"	120503746	120503897	152	"*"	194.857142857143	4092	21	0.385289973126984	0.120300751879699
"chr2.1361"	"chr2"	120511642	120511887	246	"*"	276.911764705882	9415	34	0.312005118298175	0.0402476780185759
"chr2.1362"	"chr2"	120522267	120522559	293	"*"	218.97619047619	9197	42	0.337927386999815	0.0614035087719298
"chr2.1363"	"chr2"	120544047	120544257	211	"*"	319.352941176471	5429	17	0.72087715686698	0.0402476780185759
"chr2.1364"	"chr2"	120577003	120577107	105	"*"	161.625	2586	16	0.0257253155028554	0.161184210526316
"chr2.1365"	"chr2"	120614429	120614582	154	"*"	355.470588235294	6043	17	0.818990954810315	0.0123839009287926
"chr2.1366"	"chr2"	120654718	120654876	159	"*"	209.5	2933	14	0.371288482578533	0.0526315789473684
"chr2.1367"	"chr2"	120695545	120696202	658	"*"	263.974358974359	10295	39	0.112172227161963	0.0742240215924427
"chr2.1369"	"chr2"	120737242	120737708	467	"*"	169.061224489796	8284	49	0.0323676382671993	0.120300751879699
"chr2.1370"	"chr2"	120740525	120740692	168	"*"	386.583333333333	4639	12	0.752151538208214	0.0175438596491228
"chr2.1371"	"chr2"	120797015	120797329	315	"*"	304.153846153846	7908	26	0.862682646207926	0.0425101214574899
"chr2.1372"	"chr2"	120848100	120848273	174	"*"	183.130434782609	4212	23	0.795410032521971	0.0892448512585812
"chr2.1373"	"chr2"	120868002	120868263	262	"*"	305.111111111111	8238	27	0.415558189778867	0.0233918128654971
"chr2.1374"	"chr2"	120912642	120912812	171	"*"	154.25	1851	12	0.271968738319358	0.149122807017544
"chr2.1375"	"chr2"	120984555	120984778	224	"*"	185.9	3718	20	0.872313003604036	0.123684210526316
"chr2.1376"	"chr2"	120990639	120991094	456	"*"	201.518518518519	5441	27	0.857788504174689	0.113060428849903
"chr2.1377"	"chr2"	121018662	121019069	408	"*"	200.275	8011	40	0.513404255079881	0.0776315789473684
"chr2.1382"	"chr2"	121686367	121686630	264	"*"	275.7	8271	30	0.86471426045528	0.0368421052631579
"chr2.1387"	"chr2"	121902429	121902572	144	"*"	340.388888888889	6127	18	0.815779392440587	0.0116959064327485
"chr2.1388"	"chr2"	123683780	123684117	338	"*"	210.848484848485	6958	33	0.882702900619894	0.062200956937799
"chr2.1389"	"chr2"	123826772	123827106	335	"*"	223.5625	7154	32	0.889788912073737	0.0625
"chr2.1390"	"chr2"	124024654	124024775	122	"*"	269.764705882353	4586	17	0.273817323147151	0.0835913312693498
"chr2.1391"	"chr2"	124024925	124025429	505	"*"	246.03125	7873	32	0.122391432751687	0.0756578947368421
"chr2.1392"	"chr2"	124986745	124986984	240	"*"	181.681818181818	3997	22	0.87552508231115	0.117224880382775
"chr2.1393"	"chr2"	125422260	125422644	385	"*"	212.487179487179	8287	39	0.902943637832987	0.10391363022942
"chr2.1394"	"chr2"	125423580	125423788	209	"*"	276.105263157895	5246	19	0.884148738295753	0.0498614958448753
"chr2.1395"	"chr2"	125478257	125478520	264	"*"	202.612903225806	6281	31	0.860045062795262	0.0933786078098472
"chr2.1396"	"chr2"	125479345	125479507	163	"*"	302.666666666667	6356	21	0.875095283470253	0.0526315789473684
"chr2.1397"	"chr2"	125942086	125942459	374	"*"	311.538461538462	8100	26	0.835757177050778	0.0101214574898785
"chr2.1398"	"chr2"	125943010	125943275	266	"*"	363.375	8721	24	0.883254211985027	0.0460526315789474
"chr2.1400"	"chr2"	126656483	126656613	131	"*"	212.333333333333	3822	18	0.0436539236285961	0.0614035087719298
"chr2.1401"	"chr2"	126656730	126656971	242	"*"	319	6061	19	0.226865168302617	0.0138504155124654
"chr2.1402"	"chr2"	126657206	126657602	397	"*"	448.4	13452	30	0.397698733543836	0.0105263157894737
"chr2.1403"	"chr2"	126657989	126658069	81	"*"	285.2	2852	10	0.436928111505712	0.0157894736842105
"chr2.1404"	"chr2"	126771764	126772048	285	"*"	206.5	3717	18	0.703575202158444	0.105263157894737
"chr2.1407"	"chr2"	127024894	127025930	1037	"*"	302.63	30263	100	0.0704728546726763	0.0342105263157895
"chr2.1408"	"chr2"	127107638	127107913	276	"*"	333.3125	10666	32	0.0670043894956214	0.0263157894736842
"chr2.1409"	"chr2"	127193748	127193928	181	"*"	263.7	5274	20	0.356861837352848	0.0894736842105263
"chr2.1410"	"chr2"	127205902	127206078	177	"*"	314.25	6285	20	0.847514259626424	0.0368421052631579
"chr2.1413"	"chr2"	127295161	127295387	227	"*"	419	5028	12	0.837290835545252	0.0131578947368421
"chr2.1417"	"chr2"	127401033	127401394	362	"*"	210.516129032258	6526	31	0.358752214602982	0.0967741935483871
"chr2.1421"	"chr2"	127624111	127624302	192	"*"	202.083333333333	4850	24	0.910011878377837	0.0942982456140351
"chr2.1422"	"chr2"	127649493	127649599	107	"*"	171.2	1712	10	0.745104846084985	0.157894736842105
"chr2.1423"	"chr2"	127651384	127651694	311	"*"	154.5625	2473	16	0.881365388214108	0.190789473684211
"chr2.1424"	"chr2"	127653007	127653197	191	"*"	141.615384615385	1841	13	0.681612895835108	0.174089068825911
"chr2.1426"	"chr2"	127681264	127681772	509	"*"	224.666666666667	8762	39	0.587377841304836	0.0701754385964912
"chr2.1427"	"chr2"	127683719	127683854	136	"*"	181.533333333333	2723	15	0.672607806963192	0.0736842105263158
"chr2.1428"	"chr2"	127695527	127695910	384	"*"	183.58064516129	5691	31	0.351846584457265	0.132427843803056
"chr2.1429"	"chr2"	127700666	127701288	623	"*"	376.333333333333	14677	39	0.335173913628845	0.0350877192982456
"chr2.1437"	"chr2"	128233719	128234074	356	"*"	243.647058823529	4142	17	0.156073163365732	0.0990712074303406
"chr2.1438"	"chr2"	128346422	128346602	181	"*"	143.153846153846	1861	13	0.882900796746285	0.218623481781377
"chr2.1439"	"chr2"	128734589	128734712	124	"*"	139.6875	2235	16	0.617131051382795	0.174342105263158
"chr2.1440"	"chr2"	128790841	128790897	57	"*"	300.571428571429	4208	14	0.708982920516203	0.0112781954887218
"chr2.1441"	"chr2"	128901702	128901952	251	"*"	335.5	11407	34	0.411149840936673	0.0263157894736842
"chr2.1442"	"chr2"	128902059	128902455	397	"*"	285.755102040816	14002	49	0.269734076977755	0.0612244897959184
"chr2.1443"	"chr2"	129587414	129587905	492	"*"	254.779411764706	17325	68	0.719289765297035	0.0913312693498452
"chr2.1444"	"chr2"	129877098	129877338	241	"*"	320.545454545455	3526	11	0.0364938891079253	0.0478468899521531
"chr2.1445"	"chr2"	129877823	129878132	310	"*"	152.6	2289	15	0.0718786220779866	0.133333333333333
"chr2.1446"	"chr2"	129934188	129934309	122	"*"	203	5887	29	0.0620504352865968	0.103448275862069
"chr2.1447"	"chr2"	129979580	129980185	606	"*"	337.858695652174	31083	92	0.0470901006931646	0.0486270022883295
"chr2.1448"	"chr2"	129993038	129993274	237	"*"	214.25	4285	20	0.235368195127148	0.0710526315789474
"chr2.1449"	"chr2"	130005911	130006190	280	"*"	405.4	20270	50	0.199986299948406	0.0231578947368421
"chr2.1450"	"chr2"	130036852	130037241	390	"*"	200.857142857143	5624	28	0.698243135839922	0.110902255639098
"chr2.1451"	"chr2"	130037693	130038260	568	"*"	235.25	11292	48	0.553925782201333	0.0866228070175439
"chr2.1452"	"chr2"	130074972	130075153	182	"*"	301	5418	18	0.870774552064615	0.0380116959064327
"chr2.1453"	"chr2"	130139476	130139772	297	"*"	184.363636363636	4056	22	0.733686109804748	0.145933014354067
"chr2.1455"	"chr2"	130182838	130183143	306	"*"	223.36	5584	25	0.187738420958722	0.132631578947368
"chr2.1457"	"chr2"	130213224	130213503	280	"*"	314.184210526316	11939	38	0.414938282137781	0.092797783933518
"chr2.1458"	"chr2"	130252332	130253250	919	"*"	362.808988764045	32290	89	0.171055812127963	0.0514488468361916
"chr2.1459"	"chr2"	130288839	130289019	181	"*"	248.55	4971	20	0.782218613514145	0.0789473684210526
"chr2.1460"	"chr2"	130327966	130328197	232	"*"	170.833333333333	4100	24	0.739097090393595	0.160087719298246
"chr2.1461"	"chr2"	130332260	130332380	121	"*"	185.9375	2975	16	0.585382481345232	0.118421052631579
"chr2.1462"	"chr2"	130337137	130337340	204	"*"	263.071428571429	7366	28	0.171575860127259	0.037593984962406
"chr2.1466"	"chr2"	130428538	130429042	505	"*"	234.451612903226	7268	31	0.0895822278245833	0.0780984719864177
"chr2.1467"	"chr2"	130598593	130598714	122	"*"	207	3105	15	0.508104510494448	0.0912280701754386
"chr2.1468"	"chr2"	130666524	130666634	111	"*"	180.333333333333	2164	12	0.821244022216377	0.162280701754386
"chr2.1469"	"chr2"	130692474	130692667	194	"*"	274.190476190476	5758	21	0.241934198544616	0.0476190476190476
"chr2.1470"	"chr2"	130693486	130693743	258	"*"	382.21568627451	19493	51	0.0397256721377369	0.0691434468524252
"chr2.1474"	"chr2"	130916497	130916649	153	"*"	273.866666666667	4108	15	0.336111780747062	0.0456140350877193
"chr2.1475"	"chr2"	130992395	130992650	256	"*"	228.861111111111	8239	36	0.897308348052711	0.0760233918128655
"chr2.1476"	"chr2"	131040073	131040472	400	"*"	145.939393939394	4816	33	0.162527019780924	0.175438596491228
"chr2.1477"	"chr2"	131041252	131041394	143	"*"	162.928571428571	2281	14	0.612475357312054	0.12781954887218
"chr2.1481"	"chr2"	131299141	131299685	545	"*"	221.809523809524	9316	42	0.702265267074738	0.101503759398496
"chr2.1482"	"chr2"	131300170	131300559	390	"*"	227.366666666667	6821	30	0.525248947138111	0.114035087719298
"chr2.1483"	"chr2"	131331159	131331391	233	"*"	265.939393939394	8776	33	0.176732758830024	0.0574162679425837
"chr2.1484"	"chr2"	131352199	131352624	426	"*"	155.6	3890	25	0.868946224175097	0.166315789473684
"chr2.1485"	"chr2"	131352845	131353090	246	"*"	237.363636363636	2611	11	0.688947982024534	0.0909090909090909
"chr2.1486"	"chr2"	131364105	131364188	84	"*"	184.428571428571	3873	21	0.0496179031698946	0.132832080200501
"chr2.1487"	"chr2"	131395143	131395564	422	"*"	259.272727272727	11408	44	0.677748647235088	0.0837320574162679
"chr2.1488"	"chr2"	131424731	131424941	211	"*"	296.882352941176	10094	34	0.488023018394331	0.0681114551083591
"chr2.1489"	"chr2"	131425434	131425535	102	"*"	241.65	4833	20	0.0388693600565402	0.0868421052631579
"chr2.1490"	"chr2"	131444831	131444964	134	"*"	145.583333333333	3494	24	0.901719980930364	0.225877192982456
"chr2.1491"	"chr2"	131461008	131461265	258	"*"	237.909090909091	7851	33	0.452862473970707	0.118022328548644
"chr2.1494"	"chr2"	131491513	131491800	288	"*"	181.05	3621	20	0.0817332817568695	0.157894736842105
"chr2.1496"	"chr2"	131493849	131494125	277	"*"	290.166666666667	3482	12	0.241975806961848	0.0570175438596491
"chr2.1498"	"chr2"	131590915	131591381	467	"*"	250.753623188406	17302	69	0.812876845392046	0.125858123569794
"chr2.1499"	"chr2"	131646803	131647366	564	"*"	235.891891891892	17456	74	0.402091074281105	0.0832147937411095
"chr2.1500"	"chr2"	131657087	131657285	199	"*"	392.5	3925	10	0.791911013457518	0.0210526315789474
"chr2.1501"	"chr2"	131672483	131672703	221	"*"	223.684210526316	4250	19	0.056408081216211	0.07202216066482
"chr2.1504"	"chr2"	131801311	131801999	689	"*"	184.615384615385	14400	78	0.239813360202585	0.12280701754386
"chr2.1505"	"chr2"	131802490	131802971	482	"*"	217.151515151515	7166	33	0.109436207126727	0.0909090909090909
"chr2.1506"	"chr2"	131802767	131803005	239	"*"	228.947368421053	4350	19	0.134303613261252	0.0914127423822715
"chr2.1507"	"chr2"	131829978	131830161	184	"*"	134.533333333333	2018	15	0.370862219437251	0.178947368421053
"chr2.1508"	"chr2"	132161767	132162264	498	"*"	330.592592592593	17852	54	0.818287096388121	0.0682261208576998
"chr2.1509"	"chr2"	132278949	132279485	537	"*"	481.206896551724	13955	29	0.897635905346104	0.0235934664246824
"chr2.1510"	"chr2"	132304583	132304769	187	"*"	864.555555555556	15562	18	0.0558653849494557	0
"chr2.1511"	"chr2"	132332441	132332852	412	"*"	461.09375	14755	32	0.749180662810324	0.0460526315789474
"chr2.1512"	"chr2"	132347163	132347585	423	"*"	451.872340425532	21238	47	0.110619828443788	0.0223964165733483
"chr2.1515"	"chr2"	132361037	132361169	133	"*"	177.55	3551	20	0.815402379938373	0.0842105263157895
"chr2.1516"	"chr2"	132415884	132416653	770	"*"	273.816901408451	19441	71	0.0569188005041358	0.0407709414381023
"chr2.1517"	"chr2"	132586003	132586202	200	"*"	357.875	5726	16	0.766887711990449	0.0460526315789474
"chr2.1518"	"chr2"	132645278	132645528	251	"*"	222.022222222222	9991	45	0.769354999500651	0.0982456140350877
"chr2.1519"	"chr2"	132646224	132646420	197	"*"	382.466666666667	5737	15	0.701099012349163	0.0140350877192982
"chr2.1520"	"chr2"	132669109	132669317	209	"*"	190.45	3809	20	0.0493998671224869	0.0763157894736842
"chr2.1521"	"chr2"	132669303	132669434	132	"*"	239	5736	24	0.0463251351854145	0.043859649122807
"chr2.1522"	"chr2"	132669825	132670241	417	"*"	177.041095890411	12924	73	0.0293054789866016	0.102379235760634
"chr2.1523"	"chr2"	133266488	133266787	300	"*"	141.777777777778	3828	27	0.0398474633917848	0.183235867446394
"chr2.1524"	"chr2"	134027822	134027969	148	"*"	298.272727272727	3281	11	0.539025120690204	0.0287081339712919
"chr2.1528"	"chr2"	134717856	134718407	552	"*"	135.9375	2175	16	0.0586579426876816	0.220394736842105
"chr2.1529"	"chr2"	134803505	134803876	372	"*"	238.391304347826	5483	23	0.592552551419394	0.0823798627002288
"chr2.1541"	"chr2"	135985779	135986025	247	"*"	384.823529411765	6542	17	0.041302015180377	0.0185758513931889
"chr2.1542"	"chr2"	136025505	136025809	305	"*"	172.25	8268	48	0.180846546386698	0.12719298245614
"chr2.1543"	"chr2"	136088168	136088369	202	"*"	158.3125	5066	32	0.921130919817417	0.184210526315789
"chr2.1546"	"chr2"	136327229	136327409	181	"*"	321.428571428571	4500	14	0.502004459884408	0.0300751879699248
"chr2.1548"	"chr2"	136764947	136765013	67	"*"	153	1836	12	0.144998332075207	0.109649122807018
"chr2.1549"	"chr2"	137331510	137331871	362	"*"	248.206896551724	7198	29	0.874180300649474	0.0762250453720508
"chr2.1550"	"chr2"	137715653	137715845	193	"*"	272.666666666667	4908	18	0.810744026541923	0.0526315789473684
"chr2.1551"	"chr2"	137963716	137964029	314	"*"	482.444444444444	8684	18	0.33864775200126	0.0146198830409357
"chr2.1552"	"chr2"	138273261	138273577	317	"*"	408.105263157895	7754	19	0.892283189706014	0.0332409972299169
"chr2.1554"	"chr2"	138779467	138779642	176	"*"	287.086956521739	6603	23	0.116575776171784	0.0709382151029748
"chr2.1555"	"chr2"	138779993	138780346	354	"*"	225.896551724138	13102	58	0.033368280351367	0.058983666061706
"chr2.1556"	"chr2"	138781001	138781080	80	"*"	150.142857142857	2102	14	0.148490578082086	0.176691729323308
"chr2.1557"	"chr2"	138781364	138781595	232	"*"	444.666666666667	6670	15	0.532870379761096	0.00701754385964912
"chr2.1558"	"chr2"	138902502	138902771	270	"*"	397.777777777778	10740	27	0.906266247925107	0.0214424951267057
"chr2.1559"	"chr2"	139410351	139410644	294	"*"	188.236842105263	7153	38	0.919133627237774	0.138504155124654
"chr2.1560"	"chr2"	139410946	139411451	506	"*"	243.342857142857	8517	35	0.729055474256936	0.0406015037593985
"chr2.1561"	"chr2"	139989810	139990120	311	"*"	229.78125	7353	32	0.873154236724687	0.0641447368421053
"chr2.1562"	"chr2"	139990750	139991048	299	"*"	123.5	2470	20	0.884873726723867	0.228947368421053
"chr2.1563"	"chr2"	140073651	140074105	455	"*"	193.978260869565	8923	46	0.87387550155838	0.117848970251716
"chr2.1564"	"chr2"	142130243	142130374	132	"*"	327.892857142857	9181	28	0.0492913636019949	0.0357142857142857
"chr2.1566"	"chr2"	143026394	143026714	321	"*"	239.305555555556	8615	36	0.449557736973313	0.0760233918128655
"chr2.1567"	"chr2"	143936740	143937322	583	"*"	159.446808510638	7494	47	0.0400260958881755	0.145576707726764
"chr2.1570"	"chr2"	144389293	144390122	830	"*"	613.088235294118	41690	68	0.446525885283112	0
"chr2.1571"	"chr2"	144489621	144489848	228	"*"	439.45	8789	20	0.391808071515824	0.0289473684210526
"chr2.1572"	"chr2"	144490918	144491107	190	"*"	278.181818181818	6120	22	0.790065726147127	0.0550239234449761
"chr2.1573"	"chr2"	144513683	144513774	92	"*"	163.692307692308	2128	13	0.227725940581187	0.129554655870445
"chr2.1575"	"chr2"	146403707	146404032	326	"*"	243.862068965517	7072	29	0.896000080498924	0.0707803992740472
"chr2.1576"	"chr2"	146587502	146587882	381	"*"	447.925	17917	40	0.916790726808333	0.0381578947368421
"chr2.1577"	"chr2"	147311511	147312305	795	"*"	165.565217391304	3808	23	0.880267167553142	0.130434782608696
"chr2.1578"	"chr2"	147506907	147507121	215	"*"	257.545454545455	5666	22	0.946942471807929	0.0645933014354067
"chr2.1579"	"chr2"	147686299	147686743	445	"*"	280.324324324324	10372	37	0.881325117141519	0.0682788051209104
"chr2.1589"	"chr2"	148876752	148877178	427	"*"	318.282051282051	12413	39	0.0571209364586938	0.0229419703103914
"chr2.1590"	"chr2"	148887943	148888172	230	"*"	268.333333333333	4830	18	0.0346702759887518	0.0087719298245614
"chr2.1591"	"chr2"	148888175	148888483	309	"*"	428.813953488372	18439	43	0.114095626011901	0.0318237454100367
"chr2.1592"	"chr2"	149320490	149320645	156	"*"	168.5	2696	16	0.671990858756693	0.118421052631579
"chr2.1594"	"chr2"	149587176	149588374	1199	"*"	355.816901408451	25263	71	0.150502944282531	0.0533728687916976
"chr2.1595"	"chr2"	150171163	150171401	239	"*"	172.347826086957	3964	23	0.923447906167631	0.112128146453089
"chr2.1596"	"chr2"	150484834	150485857	1024	"*"	268.15	10726	40	0.0779549050681727	0.0578947368421053
"chr2.1597"	"chr2"	150487141	150487304	164	"*"	239.1	4782	20	0.0432728288905512	0.0473684210526316
"chr2.1598"	"chr2"	150541339	150541597	259	"*"	223.7	6711	30	0.912123745551033	0.0807017543859649
"chr2.1599"	"chr2"	150542741	150543084	344	"*"	137.230769230769	1784	13	0.891313157123673	0.165991902834008
"chr2.1605"	"chr2"	151973991	151974152	162	"*"	812.0625	12993	16	0.332110045398344	0
"chr2.1606"	"chr2"	152097628	152097863	236	"*"	573.130434782609	13182	23	0.0792792555375717	0.011441647597254
"chr2.1611"	"chr2"	152389614	152389789	176	"*"	212.285714285714	5944	28	0.894058239733573	0.0958646616541353
"chr2.1612"	"chr2"	152420923	152421112	190	"*"	326.909090909091	3596	11	0.850209058709162	0.0478468899521531
"chr2.1613"	"chr2"	152647819	152648038	220	"*"	378.761904761905	7954	21	0.398579833049253	0.0676691729323308
"chr2.1617"	"chr2"	152755195	152755317	123	"*"	235.666666666667	4242	18	0.870631854727003	0.064327485380117
"chr2.1618"	"chr2"	153287163	153287314	152	"*"	319.857142857143	6717	21	0.220294029924663	0.0300751879699248
"chr2.1619"	"chr2"	153455430	153455697	268	"*"	276.142857142857	9665	35	0.829592246280397	0.0240601503759399
"chr2.1620"	"chr2"	153476811	153477060	250	"*"	317.818181818182	10488	33	0.0347728223863804	0.0494417862838915
"chr2.1621"	"chr2"	153477232	153477988	757	"*"	459.255319148936	21585	47	0.0306395086911042	0.0571108622620381
"chr2.1623"	"chr2"	153478038	153478113	76	"*"	238.142857142857	3334	14	0.0739262776510851	0.056390977443609
"chr2.1624"	"chr2"	153871405	153871727	323	"*"	204.813559322034	12084	59	0.0836390477518461	0.0811775200713648
"chr2.1625"	"chr2"	153871929	153872423	495	"*"	451.567567567568	50124	111	0.0417551441545851	0.0312944523470839
"chr2.1626"	"chr2"	153873313	153873404	92	"*"	271	3794	14	0.141530300026985	0.0451127819548872
"chr2.1627"	"chr2"	154290789	154290997	209	"*"	166.181818181818	3656	22	0.835297130135124	0.0909090909090909
"chr2.1628"	"chr2"	154577588	154577797	210	"*"	182.95652173913	4208	23	0.909560572549575	0.125858123569794
"chr2.1629"	"chr2"	154698741	154698997	257	"*"	426.358974358974	16628	39	0.0837579555074198	0.0350877192982456
"chr2.1630"	"chr2"	156320404	156320597	194	"*"	408.964285714286	11451	28	0.101393898806524	0.0206766917293233
"chr2.1632"	"chr2"	156321689	156321786	98	"*"	348.153846153846	13578	39	0.0406794364922169	0.00404858299595142
"chr2.1633"	"chr2"	156322343	156322445	103	"*"	301.0625	4817	16	0.142408152118115	0.0394736842105263
"chr2.1634"	"chr2"	156322800	156323064	265	"*"	334.731707317073	13724	41	0.167318214346323	0.0205391527599487
"chr2.1635"	"chr2"	156327905	156328533	629	"*"	252.983050847458	14926	59	0.818819812737696	0.0758251561106155
"chr2.1636"	"chr2"	156329831	156330246	416	"*"	278.761904761905	5854	21	0.751223519461764	0.0476190476190476
"chr2.1643"	"chr2"	156617984	156618417	434	"*"	276.196078431373	14086	51	0.924250082488474	0.0856553147574819
"chr2.1644"	"chr2"	157443854	157443974	121	"*"	382.666666666667	6888	18	0.554194233012484	0.0584795321637427
"chr2.1645"	"chr2"	157597077	157597890	814	"*"	399.987341772152	31599	79	0.559622631128084	0.0253164556962025
"chr2.1647"	"chr2"	157967197	157967407	211	"*"	197.739130434783	4548	23	0.843447801389435	0.0961098398169336
"chr2.1648"	"chr2"	157967977	157968246	270	"*"	219.838709677419	6815	31	0.917439596671786	0.0865874363327674
"chr2.1649"	"chr2"	158456087	158456293	207	"*"	491.2	4912	10	0.10487230948789	0.0105263157894737
"chr2.1652"	"chr2"	158849000	158849241	242	"*"	684.916666666667	16438	24	0.871380730976886	0.00219298245614035
"chr2.1653"	"chr2"	158870049	158870271	223	"*"	607.590909090909	13367	22	0.911744594832998	0.00478468899521531
"chr2.1654"	"chr2"	158885811	158886350	540	"*"	615.083333333333	22143	36	0.637685745898927	0.0204678362573099
"chr2.1660"	"chr2"	159616950	159617130	181	"*"	525.846153846154	6836	13	0.132963075450923	0
"chr2.1663"	"chr2"	159798311	159798700	390	"*"	334.071428571429	9354	28	0.0806580487321101	0.0488721804511278
"chr2.1665"	"chr2"	160062354	160062772	419	"*"	151.642857142857	2123	14	0.0307567580461212	0.157894736842105
"chr2.1666"	"chr2"	160199970	160200139	170	"*"	649.3125	10389	16	0.365057341459613	0
"chr2.1668"	"chr2"	160270932	160271416	485	"*"	476.466666666667	14294	30	0.811843460108608	0.0140350877192982
"chr2.1671"	"chr2"	160648225	160648452	228	"*"	167.037037037037	4510	27	0.567736727744303	0.130604288499025
"chr2.1673"	"chr2"	161237555	161237651	97	"*"	241.368421052632	4586	19	0.059074348001194	0.0526315789473684
"chr2.1676"	"chr2"	161414378	161415436	1059	"*"	276.191489361702	25962	94	0.0330032884797389	0.0660694288913774
"chr2.1677"	"chr2"	161416791	161416922	132	"*"	178.947368421053	3400	19	0.156428213361627	0.174515235457064
"chr2.1678"	"chr2"	161418857	161419278	422	"*"	334.269230769231	17382	52	0.0542488003748492	0.0293522267206478
"chr2.1679"	"chr2"	161423840	161424093	254	"*"	159.372093023256	6853	43	0.0390234041193552	0.143206854345165
"chr2.1680"	"chr2"	161426870	161427113	244	"*"	288.5	6924	24	0.0518110942982126	0.0679824561403509
"chr2.1681"	"chr2"	162073222	162073345	124	"*"	296.583333333333	3559	12	0.249782213054557	0.0482456140350877
"chr2.1683"	"chr2"	162077445	162077685	241	"*"	424.25	6788	16	0.920749417901661	0.0230263157894737
"chr2.1686"	"chr2"	162838509	162838748	240	"*"	333.5	9338	28	0.230571665410894	0.0394736842105263
"chr2.1687"	"chr2"	162839148	162839677	530	"*"	513.822222222222	23122	45	0.19696840639675	0.0245614035087719
"chr2.1688"	"chr2"	163026282	163026525	244	"*"	240.552631578947	9141	38	0.661089775832369	0.0650969529085873
"chr2.1689"	"chr2"	163348100	163348416	317	"*"	341.302325581395	14676	43	0.385137348092798	0.0428396572827417
"chr2.1690"	"chr2"	163909564	163909882	319	"*"	219.974358974359	8579	39	0.914144149596701	0.124156545209177
"chr2.1691"	"chr2"	163913620	163914013	394	"*"	242.591836734694	11887	49	0.805047454825271	0.0612244897959184
"chr2.1692"	"chr2"	163914573	163914922	350	"*"	195.742857142857	6851	35	0.904871677867835	0.114285714285714
"chr2.1693"	"chr2"	164109142	164109306	165	"*"	295.518518518519	7979	27	0.892658862564907	0.0467836257309941
"chr2.1698"	"chr2"	164968555	164968952	398	"*"	261.241379310345	7576	29	0.8843830956227	0.0852994555353902
"chr2.1702"	"chr2"	165957234	165957370	137	"*"	194.785714285714	2727	14	0.765517710861724	0.157894736842105
"chr2.1703"	"chr2"	165992255	165992409	155	"*"	345.2	6904	20	0.89811681982224	0.0368421052631579
"chr2.1705"	"chr2"	166609782	166609892	111	"*"	440.785714285714	6171	14	0.637355461797948	0.0526315789473684
"chr2.1706"	"chr2"	166610117	166610266	150	"*"	356.25	5700	16	0.566685735899372	0.0131578947368421
"chr2.1707"	"chr2"	166610435	166610911	477	"*"	313	5321	17	0.369589704432194	0.0309597523219814
"chr2.1708"	"chr2"	166611173	166611393	221	"*"	285.666666666667	5142	18	0.610084407301968	0.0146198830409357
"chr2.1710"	"chr2"	167294438	167294542	105	"*"	747.916666666667	8975	12	0.0797511625487549	0.0043859649122807
"chr2.1711"	"chr2"	167544806	167545005	200	"*"	516.3	15489	30	0.9450936435787	0.0157894736842105
"chr2.1712"	"chr2"	167715927	167716476	550	"*"	270.24	13512	50	0.84232064582541	0.0831578947368421
"chr2.1717"	"chr2"	168725074	168725244	171	"*"	284.6	7115	25	0.936767244991474	0.00421052631578947
"chr2.1718"	"chr2"	168802320	168802612	293	"*"	958.466666666667	14377	15	0.309118894526813	0
"chr2.1720"	"chr2"	168912982	168913219	238	"*"	323	10659	33	0.20901148401398	0.0175438596491228
"chr2.1728"	"chr2"	169768119	169768280	162	"*"	169.058823529412	2874	17	0.62323591600697	0.0990712074303406
"chr2.1729"	"chr2"	169768923	169769003	81	"*"	223.789473684211	4252	19	0.136493235195028	0.0886426592797784
"chr2.1734"	"chr2"	170213188	170213423	236	"*"	195.285714285714	4101	21	0.527576506803037	0.0902255639097744
"chr2.1735"	"chr2"	170459761	170459977	217	"*"	185.9	3718	20	0.857923788465836	0.131578947368421
"chr2.1736"	"chr2"	170712677	170712872	196	"*"	506.4375	8103	16	0.411991877701422	0.00328947368421053
"chr2.1738"	"chr2"	170715221	170715440	220	"*"	233.25	6531	28	0.0248402954624665	0.0883458646616541
"chr2.1739"	"chr2"	170717220	170717452	233	"*"	161.478260869565	3714	23	0.444001651796455	0.137299771167048
"chr2.1740"	"chr2"	170717984	170718154	171	"*"	214.272727272727	2357	11	0.513095449277831	0.062200956937799
"chr2.1742"	"chr2"	170813963	170814560	598	"*"	208.214285714286	5830	28	0.161256861775349	0.0996240601503759
"chr2.1743"	"chr2"	170815124	170815357	234	"*"	316.5	9495	30	0.161089522110849	0.0649122807017544
"chr2.1746"	"chr2"	170928380	170929395	1016	"*"	281.681818181818	18591	66	0.273085184862731	0.0773524720893142
"chr2.1748"	"chr2"	170973767	170974411	645	"*"	229.965517241379	6669	29	0.219650373774722	0.0598911070780399
"chr2.1751"	"chr2"	171433330	171433614	285	"*"	263.6	5272	20	0.0889723011836914	0.0473684210526316
"chr2.1755"	"chr2"	171574162	171574388	227	"*"	483	14490	30	0.0600832236612087	0.00350877192982456
"chr2.1760"	"chr2"	172080267	172080713	447	"*"	348.111111111111	21931	63	0.40474893611692	0.025062656641604
"chr2.1762"	"chr2"	172099320	172099431	112	"*"	200.055555555556	3601	18	0.0312360215982114	0.114035087719298
