"seqnames"	"start"	"end"	"width"	"strand"	"site_reads"	"site_mean"	"block"
"chr2.235263812"	"chr2"	235263812	235263812	1	"*"	403	21.2105263157895	"chr2.2421"
"chr2.235263813"	"chr2"	235263813	235263813	1	"*"	204	11.3333333333333	"chr2.2421"
"chr2.235263814"	"chr2"	235263814	235263814	1	"*"	398	20.9473684210526	"chr2.2421"
"chr2.235263850"	"chr2"	235263850	235263850	1	"*"	159	9.35294117647059	"chr2.2421"
"chr2.235263851"	"chr2"	235263851	235263851	1	"*"	312	16.4210526315789	"chr2.2421"
"chr2.235263853"	"chr2"	235263853	235263853	1	"*"	160	9.41176470588235	"chr2.2421"
"chr2.235263854"	"chr2"	235263854	235263854	1	"*"	307	16.1578947368421	"chr2.2421"
"chr2.235374427"	"chr2"	235374427	235374427	1	"*"	355	18.6842105263158	"chr2.2422"
"chr2.235374428"	"chr2"	235374428	235374428	1	"*"	509	26.7894736842105	"chr2.2422"
"chr2.235374438"	"chr2"	235374438	235374438	1	"*"	397	20.8947368421053	"chr2.2422"
"chr2.235374439"	"chr2"	235374439	235374439	1	"*"	566	29.7894736842105	"chr2.2422"
"chr2.235374442"	"chr2"	235374442	235374442	1	"*"	414	21.7894736842105	"chr2.2422"
"chr2.235374443"	"chr2"	235374443	235374443	1	"*"	585	30.7894736842105	"chr2.2422"
"chr2.235374458"	"chr2"	235374458	235374458	1	"*"	445	23.4210526315789	"chr2.2422"
"chr2.235374459"	"chr2"	235374459	235374459	1	"*"	623	32.7894736842105	"chr2.2422"
"chr2.235374477"	"chr2"	235374477	235374477	1	"*"	469	24.6842105263158	"chr2.2422"
"chr2.235374478"	"chr2"	235374478	235374478	1	"*"	691	36.3684210526316	"chr2.2422"
"chr2.235374536"	"chr2"	235374536	235374536	1	"*"	419	22.0526315789474	"chr2.2422"
"chr2.235374537"	"chr2"	235374537	235374537	1	"*"	785	41.3157894736842	"chr2.2422"
"chr2.235374540"	"chr2"	235374540	235374540	1	"*"	405	21.3157894736842	"chr2.2422"
"chr2.235374541"	"chr2"	235374541	235374541	1	"*"	786	41.3684210526316	"chr2.2422"
"chr2.235374554"	"chr2"	235374554	235374554	1	"*"	382	20.1052631578947	"chr2.2422"
"chr2.235374555"	"chr2"	235374555	235374555	1	"*"	798	42	"chr2.2422"
"chr2.235374562"	"chr2"	235374562	235374562	1	"*"	352	18.5263157894737	"chr2.2422"
"chr2.235374563"	"chr2"	235374563	235374563	1	"*"	793	41.7368421052632	"chr2.2422"
"chr2.235374569"	"chr2"	235374569	235374569	1	"*"	346	18.2105263157895	"chr2.2422"
"chr2.235374570"	"chr2"	235374570	235374570	1	"*"	827	43.5263157894737	"chr2.2422"
"chr2.235374595"	"chr2"	235374595	235374595	1	"*"	308	16.2105263157895	"chr2.2422"
"chr2.235374596"	"chr2"	235374596	235374596	1	"*"	859	45.2105263157895	"chr2.2422"
"chr2.235374600"	"chr2"	235374600	235374600	1	"*"	283	15.7222222222222	"chr2.2422"
"chr2.235374601"	"chr2"	235374601	235374601	1	"*"	894	47.0526315789474	"chr2.2422"
"chr2.235374605"	"chr2"	235374605	235374605	1	"*"	262	14.5555555555556	"chr2.2422"
"chr2.235374606"	"chr2"	235374606	235374606	1	"*"	890	46.8421052631579	"chr2.2422"
"chr2.235374629"	"chr2"	235374629	235374629	1	"*"	207	12.1764705882353	"chr2.2422"
"chr2.235374630"	"chr2"	235374630	235374630	1	"*"	858	45.1578947368421	"chr2.2422"
"chr2.235374639"	"chr2"	235374639	235374639	1	"*"	181	10.6470588235294	"chr2.2422"
"chr2.235374640"	"chr2"	235374640	235374640	1	"*"	840	44.2105263157895	"chr2.2422"
"chr2.235374669"	"chr2"	235374669	235374669	1	"*"	739	38.8947368421053	"chr2.2422"
"chr2.235374764"	"chr2"	235374764	235374764	1	"*"	214	12.5882352941176	"chr2.2422"
"chr2.235374774"	"chr2"	235374774	235374774	1	"*"	173	10.8125	"chr2.2422"
"chr2.235384669"	"chr2"	235384669	235384669	1	"*"	167	9.27777777777778	"chr2.2423"
"chr2.235384691"	"chr2"	235384691	235384691	1	"*"	192	10.6666666666667	"chr2.2423"
"chr2.235384694"	"chr2"	235384694	235384694	1	"*"	201	10.5789473684211	"chr2.2423"
"chr2.235384697"	"chr2"	235384697	235384697	1	"*"	205	10.7894736842105	"chr2.2423"
"chr2.235384718"	"chr2"	235384718	235384718	1	"*"	211	11.1052631578947	"chr2.2423"
"chr2.235384720"	"chr2"	235384720	235384720	1	"*"	212	11.1578947368421	"chr2.2423"
"chr2.235384724"	"chr2"	235384724	235384724	1	"*"	211	11.7222222222222	"chr2.2423"
"chr2.235384741"	"chr2"	235384741	235384741	1	"*"	242	12.7368421052632	"chr2.2423"
"chr2.235384751"	"chr2"	235384751	235384751	1	"*"	254	13.3684210526316	"chr2.2423"
"chr2.235384761"	"chr2"	235384761	235384761	1	"*"	262	13.7894736842105	"chr2.2423"
"chr2.235384787"	"chr2"	235384787	235384787	1	"*"	264	13.8947368421053	"chr2.2423"
"chr2.235384789"	"chr2"	235384789	235384789	1	"*"	266	14	"chr2.2423"
"chr2.235384823"	"chr2"	235384823	235384823	1	"*"	225	11.8421052631579	"chr2.2423"
"chr2.235384824"	"chr2"	235384824	235384824	1	"*"	127	7.9375	"chr2.2423"
"chr2.235384846"	"chr2"	235384846	235384846	1	"*"	217	11.4210526315789	"chr2.2423"
"chr2.235384847"	"chr2"	235384847	235384847	1	"*"	189	10.5	"chr2.2423"
"chr2.235384853"	"chr2"	235384853	235384853	1	"*"	212	11.1578947368421	"chr2.2423"
"chr2.235384854"	"chr2"	235384854	235384854	1	"*"	193	10.7222222222222	"chr2.2423"
"chr2.235384865"	"chr2"	235384865	235384865	1	"*"	210	11.6666666666667	"chr2.2423"
"chr2.235384866"	"chr2"	235384866	235384866	1	"*"	203	10.6842105263158	"chr2.2423"
"chr2.235384873"	"chr2"	235384873	235384873	1	"*"	224	12.4444444444444	"chr2.2423"
"chr2.235384874"	"chr2"	235384874	235384874	1	"*"	227	11.9473684210526	"chr2.2423"
"chr2.235384907"	"chr2"	235384907	235384907	1	"*"	287	15.1052631578947	"chr2.2423"
"chr2.235384908"	"chr2"	235384908	235384908	1	"*"	260	13.6842105263158	"chr2.2423"
"chr2.235384909"	"chr2"	235384909	235384909	1	"*"	288	15.1578947368421	"chr2.2423"
"chr2.235384910"	"chr2"	235384910	235384910	1	"*"	264	13.8947368421053	"chr2.2423"
"chr2.235384917"	"chr2"	235384917	235384917	1	"*"	302	15.8947368421053	"chr2.2423"
"chr2.235384918"	"chr2"	235384918	235384918	1	"*"	277	14.5789473684211	"chr2.2423"
"chr2.235384924"	"chr2"	235384924	235384924	1	"*"	307	16.1578947368421	"chr2.2423"
"chr2.235384925"	"chr2"	235384925	235384925	1	"*"	277	14.5789473684211	"chr2.2423"
"chr2.235384966"	"chr2"	235384966	235384966	1	"*"	276	15.3333333333333	"chr2.2423"
"chr2.235384967"	"chr2"	235384967	235384967	1	"*"	219	12.1666666666667	"chr2.2423"
"chr2.235385051"	"chr2"	235385051	235385051	1	"*"	181	10.0555555555556	"chr2.2423"
"chr2.235392004"	"chr2"	235392004	235392004	1	"*"	199	11.0555555555556	"chr2.2424"
"chr2.235392036"	"chr2"	235392036	235392036	1	"*"	206	11.4444444444444	"chr2.2424"
"chr2.235392037"	"chr2"	235392037	235392037	1	"*"	312	16.4210526315789	"chr2.2424"
"chr2.235392038"	"chr2"	235392038	235392038	1	"*"	213	11.8333333333333	"chr2.2424"
"chr2.235392039"	"chr2"	235392039	235392039	1	"*"	316	16.6315789473684	"chr2.2424"
"chr2.235392058"	"chr2"	235392058	235392058	1	"*"	260	13.6842105263158	"chr2.2424"
"chr2.235392059"	"chr2"	235392059	235392059	1	"*"	358	18.8421052631579	"chr2.2424"
"chr2.235392076"	"chr2"	235392076	235392076	1	"*"	276	14.5263157894737	"chr2.2424"
"chr2.235392077"	"chr2"	235392077	235392077	1	"*"	400	21.0526315789474	"chr2.2424"
"chr2.235392084"	"chr2"	235392084	235392084	1	"*"	296	15.5789473684211	"chr2.2424"
"chr2.235392085"	"chr2"	235392085	235392085	1	"*"	399	21	"chr2.2424"
"chr2.235392150"	"chr2"	235392150	235392150	1	"*"	309	16.2631578947368	"chr2.2424"
"chr2.235392151"	"chr2"	235392151	235392151	1	"*"	342	18	"chr2.2424"
"chr2.235392171"	"chr2"	235392171	235392171	1	"*"	327	17.2105263157895	"chr2.2424"
"chr2.235392172"	"chr2"	235392172	235392172	1	"*"	308	16.2105263157895	"chr2.2424"
"chr2.235392209"	"chr2"	235392209	235392209	1	"*"	359	18.8947368421053	"chr2.2424"
"chr2.235392210"	"chr2"	235392210	235392210	1	"*"	304	16.8888888888889	"chr2.2424"
"chr2.235392211"	"chr2"	235392211	235392211	1	"*"	355	18.6842105263158	"chr2.2424"
"chr2.235392212"	"chr2"	235392212	235392212	1	"*"	309	17.1666666666667	"chr2.2424"
"chr2.235392213"	"chr2"	235392213	235392213	1	"*"	358	18.8421052631579	"chr2.2424"
"chr2.235392214"	"chr2"	235392214	235392214	1	"*"	323	17.9444444444444	"chr2.2424"
"chr2.235392220"	"chr2"	235392220	235392220	1	"*"	365	19.2105263157895	"chr2.2424"
"chr2.235392221"	"chr2"	235392221	235392221	1	"*"	342	18	"chr2.2424"
"chr2.235392225"	"chr2"	235392225	235392225	1	"*"	368	19.3684210526316	"chr2.2424"
"chr2.235392226"	"chr2"	235392226	235392226	1	"*"	343	18.0526315789474	"chr2.2424"
"chr2.235392245"	"chr2"	235392245	235392245	1	"*"	388	20.4210526315789	"chr2.2424"
"chr2.235392246"	"chr2"	235392246	235392246	1	"*"	380	20	"chr2.2424"
"chr2.235392253"	"chr2"	235392253	235392253	1	"*"	381	20.0526315789474	"chr2.2424"
"chr2.235392254"	"chr2"	235392254	235392254	1	"*"	397	20.8947368421053	"chr2.2424"
"chr2.235392293"	"chr2"	235392293	235392293	1	"*"	268	15.7647058823529	"chr2.2424"
"chr2.235392294"	"chr2"	235392294	235392294	1	"*"	375	20.8333333333333	"chr2.2424"
"chr2.235392314"	"chr2"	235392314	235392314	1	"*"	224	14.9333333333333	"chr2.2424"
"chr2.235392315"	"chr2"	235392315	235392315	1	"*"	397	24.8125	"chr2.2424"
"chr2.235419603"	"chr2"	235419603	235419603	1	"*"	544	28.6315789473684	"chr2.2425"
"chr2.235419627"	"chr2"	235419627	235419627	1	"*"	620	32.6315789473684	"chr2.2425"
"chr2.235419671"	"chr2"	235419671	235419671	1	"*"	569	29.9473684210526	"chr2.2425"
"chr2.235419672"	"chr2"	235419672	235419672	1	"*"	179	10.5294117647059	"chr2.2425"
"chr2.235419675"	"chr2"	235419675	235419675	1	"*"	560	29.4736842105263	"chr2.2425"
"chr2.235419676"	"chr2"	235419676	235419676	1	"*"	190	11.1764705882353	"chr2.2425"
"chr2.235419736"	"chr2"	235419736	235419736	1	"*"	605	31.8421052631579	"chr2.2425"
"chr2.235419737"	"chr2"	235419737	235419737	1	"*"	318	16.7368421052632	"chr2.2425"
"chr2.235419756"	"chr2"	235419756	235419756	1	"*"	585	30.7894736842105	"chr2.2425"
"chr2.235419757"	"chr2"	235419757	235419757	1	"*"	342	18	"chr2.2425"
"chr2.235419788"	"chr2"	235419788	235419788	1	"*"	556	29.2631578947368	"chr2.2425"
"chr2.235419789"	"chr2"	235419789	235419789	1	"*"	339	17.8421052631579	"chr2.2425"
"chr2.235419813"	"chr2"	235419813	235419813	1	"*"	556	29.2631578947368	"chr2.2425"
"chr2.235419814"	"chr2"	235419814	235419814	1	"*"	331	17.4210526315789	"chr2.2425"
"chr2.235419858"	"chr2"	235419858	235419858	1	"*"	447	23.5263157894737	"chr2.2425"
"chr2.235419859"	"chr2"	235419859	235419859	1	"*"	183	12.2	"chr2.2425"
"chr2.235419869"	"chr2"	235419869	235419869	1	"*"	393	20.6842105263158	"chr2.2425"
"chr2.235419870"	"chr2"	235419870	235419870	1	"*"	228	12.6666666666667	"chr2.2425"
"chr2.235419898"	"chr2"	235419898	235419898	1	"*"	251	15.6875	"chr2.2425"
"chr2.235419899"	"chr2"	235419899	235419899	1	"*"	178	11.125	"chr2.2425"
"chr2.235419927"	"chr2"	235419927	235419927	1	"*"	149	10.6428571428571	"chr2.2425"
"chr2.235419928"	"chr2"	235419928	235419928	1	"*"	124	8.85714285714286	"chr2.2425"
"chr2.235493034"	"chr2"	235493034	235493034	1	"*"	307	16.1578947368421	"chr2.2426"
"chr2.235493058"	"chr2"	235493058	235493058	1	"*"	238	12.5263157894737	"chr2.2426"
"chr2.235493059"	"chr2"	235493059	235493059	1	"*"	364	19.1578947368421	"chr2.2426"
"chr2.235493067"	"chr2"	235493067	235493067	1	"*"	224	11.7894736842105	"chr2.2426"
"chr2.235493068"	"chr2"	235493068	235493068	1	"*"	371	19.5263157894737	"chr2.2426"
"chr2.235493072"	"chr2"	235493072	235493072	1	"*"	225	11.8421052631579	"chr2.2426"
"chr2.235493073"	"chr2"	235493073	235493073	1	"*"	368	19.3684210526316	"chr2.2426"
"chr2.235493098"	"chr2"	235493098	235493098	1	"*"	196	10.8888888888889	"chr2.2426"
"chr2.235493099"	"chr2"	235493099	235493099	1	"*"	370	19.4736842105263	"chr2.2426"
"chr2.235493101"	"chr2"	235493101	235493101	1	"*"	196	10.8888888888889	"chr2.2426"
"chr2.235493102"	"chr2"	235493102	235493102	1	"*"	369	19.4210526315789	"chr2.2426"
"chr2.235493156"	"chr2"	235493156	235493156	1	"*"	164	10.25	"chr2.2426"
"chr2.235493157"	"chr2"	235493157	235493157	1	"*"	343	18.0526315789474	"chr2.2426"
"chr2.235493160"	"chr2"	235493160	235493160	1	"*"	157	10.4666666666667	"chr2.2426"
"chr2.235493161"	"chr2"	235493161	235493161	1	"*"	333	17.5263157894737	"chr2.2426"
"chr2.235493176"	"chr2"	235493176	235493176	1	"*"	155	9.6875	"chr2.2426"
"chr2.235493177"	"chr2"	235493177	235493177	1	"*"	301	15.8421052631579	"chr2.2426"
"chr2.235493209"	"chr2"	235493209	235493209	1	"*"	228	13.4117647058824	"chr2.2426"
"chr2.235493212"	"chr2"	235493212	235493212	1	"*"	221	13	"chr2.2426"
"chr2.235493217"	"chr2"	235493217	235493217	1	"*"	209	12.2941176470588	"chr2.2426"
"chr2.235493230"	"chr2"	235493230	235493230	1	"*"	197	11.5882352941176	"chr2.2426"
"chr2.235493243"	"chr2"	235493243	235493243	1	"*"	156	9.75	"chr2.2426"
"chr2.235493292"	"chr2"	235493292	235493292	1	"*"	136	9.06666666666667	"chr2.2426"
"chr2.235493304"	"chr2"	235493304	235493304	1	"*"	165	9.70588235294118	"chr2.2426"
"chr2.235493326"	"chr2"	235493326	235493326	1	"*"	227	11.9473684210526	"chr2.2426"
"chr2.235493340"	"chr2"	235493340	235493340	1	"*"	270	14.2105263157895	"chr2.2426"
"chr2.235493343"	"chr2"	235493343	235493343	1	"*"	269	14.1578947368421	"chr2.2426"
"chr2.235493371"	"chr2"	235493371	235493371	1	"*"	342	18	"chr2.2426"
"chr2.235493376"	"chr2"	235493376	235493376	1	"*"	351	18.4736842105263	"chr2.2426"
"chr2.235493410"	"chr2"	235493410	235493410	1	"*"	328	17.2631578947368	"chr2.2426"
"chr2.235493433"	"chr2"	235493433	235493433	1	"*"	259	13.6315789473684	"chr2.2426"
"chr2.235493440"	"chr2"	235493440	235493440	1	"*"	233	13.7058823529412	"chr2.2426"
"chr2.235506941"	"chr2"	235506941	235506941	1	"*"	248	13.0526315789474	"chr2.2427"
"chr2.235506942"	"chr2"	235506942	235506942	1	"*"	150	9.375	"chr2.2427"
"chr2.235506982"	"chr2"	235506982	235506982	1	"*"	373	19.6315789473684	"chr2.2427"
"chr2.235506983"	"chr2"	235506983	235506983	1	"*"	245	14.4117647058824	"chr2.2427"
"chr2.235507010"	"chr2"	235507010	235507010	1	"*"	458	24.1052631578947	"chr2.2427"
"chr2.235507011"	"chr2"	235507011	235507011	1	"*"	342	18	"chr2.2427"
"chr2.235507029"	"chr2"	235507029	235507029	1	"*"	523	27.5263157894737	"chr2.2427"
"chr2.235507030"	"chr2"	235507030	235507030	1	"*"	422	22.2105263157895	"chr2.2427"
"chr2.235507031"	"chr2"	235507031	235507031	1	"*"	523	27.5263157894737	"chr2.2427"
"chr2.235507032"	"chr2"	235507032	235507032	1	"*"	426	22.4210526315789	"chr2.2427"
"chr2.235507039"	"chr2"	235507039	235507039	1	"*"	565	29.7368421052632	"chr2.2427"
"chr2.235507040"	"chr2"	235507040	235507040	1	"*"	485	25.5263157894737	"chr2.2427"
"chr2.235507063"	"chr2"	235507063	235507063	1	"*"	696	36.6315789473684	"chr2.2427"
"chr2.235507064"	"chr2"	235507064	235507064	1	"*"	571	30.0526315789474	"chr2.2427"
"chr2.235507090"	"chr2"	235507090	235507090	1	"*"	761	40.0526315789474	"chr2.2427"
"chr2.235507091"	"chr2"	235507091	235507091	1	"*"	628	33.0526315789474	"chr2.2427"
"chr2.235507097"	"chr2"	235507097	235507097	1	"*"	774	40.7368421052632	"chr2.2427"
"chr2.235507098"	"chr2"	235507098	235507098	1	"*"	649	34.1578947368421	"chr2.2427"
"chr2.235507170"	"chr2"	235507170	235507170	1	"*"	720	37.8947368421053	"chr2.2427"
"chr2.235507171"	"chr2"	235507171	235507171	1	"*"	553	29.1052631578947	"chr2.2427"
"chr2.235507188"	"chr2"	235507188	235507188	1	"*"	656	34.5263157894737	"chr2.2427"
"chr2.235507189"	"chr2"	235507189	235507189	1	"*"	492	25.8947368421053	"chr2.2427"
"chr2.235507199"	"chr2"	235507199	235507199	1	"*"	573	30.1578947368421	"chr2.2427"
"chr2.235507200"	"chr2"	235507200	235507200	1	"*"	451	23.7368421052632	"chr2.2427"
"chr2.235507204"	"chr2"	235507204	235507204	1	"*"	552	29.0526315789474	"chr2.2427"
"chr2.235507205"	"chr2"	235507205	235507205	1	"*"	444	23.3684210526316	"chr2.2427"
"chr2.235508525"	"chr2"	235508525	235508525	1	"*"	219	12.1666666666667	"chr2.2428"
"chr2.235508526"	"chr2"	235508526	235508526	1	"*"	269	14.1578947368421	"chr2.2428"
"chr2.235508541"	"chr2"	235508541	235508541	1	"*"	265	13.9473684210526	"chr2.2428"
"chr2.235508542"	"chr2"	235508542	235508542	1	"*"	295	15.5263157894737	"chr2.2428"
"chr2.235508560"	"chr2"	235508560	235508560	1	"*"	299	15.7368421052632	"chr2.2428"
"chr2.235508561"	"chr2"	235508561	235508561	1	"*"	346	18.2105263157895	"chr2.2428"
"chr2.235508587"	"chr2"	235508587	235508587	1	"*"	331	17.4210526315789	"chr2.2428"
"chr2.235508588"	"chr2"	235508588	235508588	1	"*"	352	18.5263157894737	"chr2.2428"
"chr2.235508608"	"chr2"	235508608	235508608	1	"*"	337	17.7368421052632	"chr2.2428"
"chr2.235508609"	"chr2"	235508609	235508609	1	"*"	375	19.7368421052632	"chr2.2428"
"chr2.235508621"	"chr2"	235508621	235508621	1	"*"	332	17.4736842105263	"chr2.2428"
"chr2.235508622"	"chr2"	235508622	235508622	1	"*"	370	19.4736842105263	"chr2.2428"
"chr2.235508628"	"chr2"	235508628	235508628	1	"*"	341	17.9473684210526	"chr2.2428"
"chr2.235508629"	"chr2"	235508629	235508629	1	"*"	253	14.0555555555556	"chr2.2428"
"chr2.235508651"	"chr2"	235508651	235508651	1	"*"	348	18.3157894736842	"chr2.2428"
"chr2.235508652"	"chr2"	235508652	235508652	1	"*"	372	19.5789473684211	"chr2.2428"
"chr2.235508676"	"chr2"	235508676	235508676	1	"*"	301	15.8421052631579	"chr2.2428"
"chr2.235508677"	"chr2"	235508677	235508677	1	"*"	328	17.2631578947368	"chr2.2428"
"chr2.235508912"	"chr2"	235508912	235508912	1	"*"	195	10.2631578947368	"chr2.2429"
"chr2.235508935"	"chr2"	235508935	235508935	1	"*"	239	12.5789473684211	"chr2.2429"
"chr2.235508939"	"chr2"	235508939	235508939	1	"*"	247	13	"chr2.2429"
"chr2.235508947"	"chr2"	235508947	235508947	1	"*"	255	14.1666666666667	"chr2.2429"
"chr2.235508956"	"chr2"	235508956	235508956	1	"*"	291	15.3157894736842	"chr2.2429"
"chr2.235508978"	"chr2"	235508978	235508978	1	"*"	348	18.3157894736842	"chr2.2429"
"chr2.235508984"	"chr2"	235508984	235508984	1	"*"	345	18.1578947368421	"chr2.2429"
"chr2.235508997"	"chr2"	235508997	235508997	1	"*"	156	9.75	"chr2.2429"
"chr2.235508998"	"chr2"	235508998	235508998	1	"*"	372	19.5789473684211	"chr2.2429"
"chr2.235509030"	"chr2"	235509030	235509030	1	"*"	180	10.5882352941176	"chr2.2429"
"chr2.235534695"	"chr2"	235534695	235534695	1	"*"	127	8.46666666666667	"chr2.2430"
"chr2.235534696"	"chr2"	235534696	235534696	1	"*"	146	10.4285714285714	"chr2.2430"
"chr2.235534704"	"chr2"	235534704	235534704	1	"*"	132	8.8	"chr2.2430"
"chr2.235534705"	"chr2"	235534705	235534705	1	"*"	167	11.9285714285714	"chr2.2430"
"chr2.235534724"	"chr2"	235534724	235534724	1	"*"	190	10.5555555555556	"chr2.2430"
"chr2.235534725"	"chr2"	235534725	235534725	1	"*"	211	12.4117647058824	"chr2.2430"
"chr2.235534752"	"chr2"	235534752	235534752	1	"*"	300	15.7894736842105	"chr2.2430"
"chr2.235534753"	"chr2"	235534753	235534753	1	"*"	320	16.8421052631579	"chr2.2430"
"chr2.235534781"	"chr2"	235534781	235534781	1	"*"	450	23.6842105263158	"chr2.2430"
"chr2.235534782"	"chr2"	235534782	235534782	1	"*"	433	22.7894736842105	"chr2.2430"
"chr2.235534795"	"chr2"	235534795	235534795	1	"*"	504	26.5263157894737	"chr2.2430"
"chr2.235534796"	"chr2"	235534796	235534796	1	"*"	511	26.8947368421053	"chr2.2430"
"chr2.235534803"	"chr2"	235534803	235534803	1	"*"	532	28	"chr2.2430"
"chr2.235534804"	"chr2"	235534804	235534804	1	"*"	542	28.5263157894737	"chr2.2430"
"chr2.235534811"	"chr2"	235534811	235534811	1	"*"	561	29.5263157894737	"chr2.2430"
"chr2.235534812"	"chr2"	235534812	235534812	1	"*"	583	30.6842105263158	"chr2.2430"
"chr2.235534817"	"chr2"	235534817	235534817	1	"*"	570	30	"chr2.2430"
"chr2.235534818"	"chr2"	235534818	235534818	1	"*"	605	31.8421052631579	"chr2.2430"
"chr2.235534864"	"chr2"	235534864	235534864	1	"*"	532	28	"chr2.2430"
"chr2.235534865"	"chr2"	235534865	235534865	1	"*"	590	31.0526315789474	"chr2.2430"
"chr2.235535043"	"chr2"	235535043	235535043	1	"*"	132	8.25	"chr2.2431"
"chr2.235535080"	"chr2"	235535080	235535080	1	"*"	211	11.7222222222222	"chr2.2431"
"chr2.235535081"	"chr2"	235535081	235535081	1	"*"	141	8.29411764705882	"chr2.2431"
"chr2.235535109"	"chr2"	235535109	235535109	1	"*"	271	14.2631578947368	"chr2.2431"
"chr2.235535110"	"chr2"	235535110	235535110	1	"*"	216	12	"chr2.2431"
"chr2.235535129"	"chr2"	235535129	235535129	1	"*"	326	17.1578947368421	"chr2.2431"
"chr2.235535130"	"chr2"	235535130	235535130	1	"*"	260	13.6842105263158	"chr2.2431"
"chr2.235535172"	"chr2"	235535172	235535172	1	"*"	414	21.7894736842105	"chr2.2431"
"chr2.235535173"	"chr2"	235535173	235535173	1	"*"	273	15.1666666666667	"chr2.2431"
"chr2.235535181"	"chr2"	235535181	235535181	1	"*"	439	23.1052631578947	"chr2.2431"
"chr2.235535182"	"chr2"	235535182	235535182	1	"*"	280	15.5555555555556	"chr2.2431"
"chr2.235535201"	"chr2"	235535201	235535201	1	"*"	469	24.6842105263158	"chr2.2431"
"chr2.235535202"	"chr2"	235535202	235535202	1	"*"	296	16.4444444444444	"chr2.2431"
"chr2.235535213"	"chr2"	235535213	235535213	1	"*"	455	23.9473684210526	"chr2.2431"
"chr2.235535214"	"chr2"	235535214	235535214	1	"*"	301	15.8421052631579	"chr2.2431"
"chr2.235535222"	"chr2"	235535222	235535222	1	"*"	468	24.6315789473684	"chr2.2431"
"chr2.235535223"	"chr2"	235535223	235535223	1	"*"	323	17	"chr2.2431"
"chr2.235535248"	"chr2"	235535248	235535248	1	"*"	479	25.2105263157895	"chr2.2431"
"chr2.235535249"	"chr2"	235535249	235535249	1	"*"	330	17.3684210526316	"chr2.2431"
"chr2.235535261"	"chr2"	235535261	235535261	1	"*"	487	25.6315789473684	"chr2.2431"
"chr2.235535262"	"chr2"	235535262	235535262	1	"*"	362	19.0526315789474	"chr2.2431"
"chr2.235535274"	"chr2"	235535274	235535274	1	"*"	486	25.5789473684211	"chr2.2431"
"chr2.235535275"	"chr2"	235535275	235535275	1	"*"	370	19.4736842105263	"chr2.2431"
"chr2.235535288"	"chr2"	235535288	235535288	1	"*"	460	24.2105263157895	"chr2.2431"
"chr2.235535289"	"chr2"	235535289	235535289	1	"*"	380	20	"chr2.2431"
"chr2.235535292"	"chr2"	235535292	235535292	1	"*"	443	23.3157894736842	"chr2.2431"
"chr2.235535293"	"chr2"	235535293	235535293	1	"*"	375	19.7368421052632	"chr2.2431"
"chr2.235535296"	"chr2"	235535296	235535296	1	"*"	435	22.8947368421053	"chr2.2431"
"chr2.235535297"	"chr2"	235535297	235535297	1	"*"	384	20.2105263157895	"chr2.2431"
"chr2.235535314"	"chr2"	235535314	235535314	1	"*"	425	22.3684210526316	"chr2.2431"
"chr2.235535315"	"chr2"	235535315	235535315	1	"*"	406	21.3684210526316	"chr2.2431"
"chr2.235535342"	"chr2"	235535342	235535342	1	"*"	344	18.1052631578947	"chr2.2431"
"chr2.235535343"	"chr2"	235535343	235535343	1	"*"	374	20.7777777777778	"chr2.2431"
"chr2.235535345"	"chr2"	235535345	235535345	1	"*"	337	17.7368421052632	"chr2.2431"
"chr2.235535346"	"chr2"	235535346	235535346	1	"*"	380	21.1111111111111	"chr2.2431"
"chr2.235535375"	"chr2"	235535375	235535375	1	"*"	255	13.4210526315789	"chr2.2431"
"chr2.235535376"	"chr2"	235535376	235535376	1	"*"	388	20.4210526315789	"chr2.2431"
"chr2.235535377"	"chr2"	235535377	235535377	1	"*"	247	13	"chr2.2431"
"chr2.235535378"	"chr2"	235535378	235535378	1	"*"	384	20.2105263157895	"chr2.2431"
"chr2.235535380"	"chr2"	235535380	235535380	1	"*"	230	12.1052631578947	"chr2.2431"
"chr2.235535381"	"chr2"	235535381	235535381	1	"*"	387	20.3684210526316	"chr2.2431"
"chr2.235535452"	"chr2"	235535452	235535452	1	"*"	327	17.2105263157895	"chr2.2431"
"chr2.235535523"	"chr2"	235535523	235535523	1	"*"	267	15.7058823529412	"chr2.2431"
"chr2.235535557"	"chr2"	235535557	235535557	1	"*"	375	19.7368421052632	"chr2.2431"
"chr2.235535559"	"chr2"	235535559	235535559	1	"*"	381	20.0526315789474	"chr2.2431"
"chr2.235535576"	"chr2"	235535576	235535576	1	"*"	407	21.4210526315789	"chr2.2431"
"chr2.235535582"	"chr2"	235535582	235535582	1	"*"	411	21.6315789473684	"chr2.2431"
"chr2.235535616"	"chr2"	235535616	235535616	1	"*"	405	21.3157894736842	"chr2.2431"
"chr2.235535620"	"chr2"	235535620	235535620	1	"*"	399	21	"chr2.2431"
"chr2.235535639"	"chr2"	235535639	235535639	1	"*"	404	21.2631578947368	"chr2.2431"
"chr2.235535641"	"chr2"	235535641	235535641	1	"*"	388	20.4210526315789	"chr2.2431"
"chr2.235535644"	"chr2"	235535644	235535644	1	"*"	392	20.6315789473684	"chr2.2431"
"chr2.235535646"	"chr2"	235535646	235535646	1	"*"	392	20.6315789473684	"chr2.2431"
"chr2.235535723"	"chr2"	235535723	235535723	1	"*"	177	11.0625	"chr2.2431"
